twitter.retweet.count,twitter.retweeted.user.name,twitter.retweeted.place.place_type,links.url,interaction.source,twitter.retweet.user.screen_name,twitter.user.description,interaction.geo.latitude,twitter.retweet.user.id_str,twitter.user.verified,klout.amplification,twitter.user.id,twitter.geo.latitude,interaction.geo.longitude,twitter.retweeted.place.country_code,twitter.retweeted.place.url,twitter.place.full_name,twitter.user.listed_count,twitter.retweet.domains,links.retweet_count,twitter.user.url,twitter.user.name,demographic.gender,twitter.place.name,salience.content.entities,twitter.retweet.user.geo_enabled,twitter.retweet.user.statuses_count,twitter.text,twitter.place.id,twitter.mentions,twitter.retweeted.place.name,twitter.user.id_str,twitter.retweet.user.lang,twitter.id,twitter.retweet.user.utc_offset,twitter.retweeted.user.listed_count,twitter.retweeted.user.utc_offset,twitter.source,klout.score,interaction.author.username,twitter.retweeted.user.id,twitter.geo.longitude,twitter.place.url,twitter.retweeted.user.followers_count,trends.type,links.created_at,twitter.retweet.user.created_at,twitter.retweeted.user.friends_count,interaction.created_at,salience.content.topics,twitter.place.country,twitter.retweet.text,twitter.links,twitter.user.statuses_count,twitter.domains,twitter.retweet.links,twitter.user.followers_count,interaction.author.link,trends.source,twitter.retweet.user.id,interaction.type,klout.true_reach,interaction.id,twitter.retweet.user.followers_count,links.title,twitter.retweet.created_at,trends.content,twitter.retweeted.created_at,twitter.user.time_zone,twitter.retweeted.place.country,twitter.place.place_type,twitter.retweeted.user.location,klout.network,twitter.user.friends_count,twitter.retweet.source,interaction.link,twitter.retweet.user.listed_count,twitter.retweet.id,twitter.retweet.user.location,twitter.retweet.user.description,twitter.retweeted.geo.latitude,twitter.retweeted.user.url,twitter.retweeted.geo.longitude,twitter.user.screen_name,interaction.author.id,twitter.retweet.user.url,twitter.user.location,twitter.in_reply_to_screen_name,twitter.retweet.user.friends_count,interaction.tags,twitter.retweeted.user.time_zone,twitter.retweeted.place.id,interaction.author.avatar,language.tag,twitter.user.created_at,twitter.retweeted.user.statuses_count,twitter.user.geo_enabled,twitter.retweet.mentions,twitter.retweeted.user.description,interaction.content,twitter.retweeted.user.screen_name,twitter.retweet.user.time_zone,language.confidence,twitter.user.lang,klout.topics,twitter.in_reply_to_status_id,twitter.in_reply_to_user_id,twitter.place.country_code,salience.content.sentiment,twitter.retweeted.user.geo_enabled,twitter.retweeted.source,twitter.retweeted.user.created_at,twitter.user.utc_offset,twitter.retweeted.user.lang,interaction.author.name,twitter.retweeted.user.verified,twitter.created_at,twitter.retweet.user.name,twitter.retweeted.place.full_name,twitter.retweeted.id,twitter.retweeted.user.id_str
"","","","","web","","i'm studied guidance and counseling at university of sriwijaya'11.\r\njust ♡ my family. i'm movie and music holic ^^","","","",7,93211254,"","","","","","","","","http://www.facebook.com/ira.eff?ref=tn_tnmn","ira suci febrianti","unisex","","","","","Ngga abn ka mnggil ku -_- RT @liechaikha_yoza ku pulang,kha baru datang, ku lanjut tempat lain,pas pulang kerumah ketemu agi","","[""liechaikha_yoza""]","","93211254","","222193030197805058","","","","web",32,"iraesseff","","","","","","","","","Mon, 09 Jul 2012 04:58:41 +0000","","","","",3043,"","",134,"http://twitter.com/iraesseff","","","twitter",163,"1e1c982c07a5a680e0748df1a3471040","","","","","","Pacific Time (US & Canada)","","","",10.05,108,"","http://twitter.com/iraesseff/statuses/222193030197805058","","","","","","","","iraesseff",93211254,"","palembang","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2374821283/5znmg21ciiro3jm6fner_normal.jpeg","ms","Sat, 28 Nov 2009 16:14:42 +0000","",true,"","","Ngga abn ka mnggil ku -_- RT @liechaikha_yoza ku pulang,kha baru datang, ku lanjut tempat lain,pas pulang kerumah ketemu agi","","",100,"en","[""apa""]","","","","","","","",-28800,"","ira suci febrianti","","Mon, 09 Jul 2012 04:58:41 +0000","","","",""
"","","","","TweetDeck","","Carbage Run 2012 contestant - Team 161 - consists of the idiots: @kossygin, @beversteven & @mfj84 - A tribute to Down Periscope: the SS161 ","","","",6,377415014,"","","","","",1,"","","http://www.teamstingray.nl","Team Stingray","","","","","","Bij de ABN Amro in Hardenberg omdat @beversteven zijn pas kwijt is, goed begin van de #carbagerun","","[""BeverSteven""]","","377415014","","222242661153771520","","","","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",29,"TeamStingray","","","","","","","","","Mon, 09 Jul 2012 08:15:54 +0000","","","","",190,"","",120,"http://twitter.com/TeamStingray","","","twitter",58,"1e1c99e4d7eda900e07450e9073ad10c","","","","","","Greenland","","","",9.5,129,"","http://twitter.com/TeamStingray/statuses/222242661153771520","","","","","","","","TeamStingray",377415014,"","Groningen","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2330270904/d41nls82bvp8aeo72urp_normal.jpeg","nl","Wed, 21 Sep 2011 14:57:03 +0000","","","","","Bij de ABN Amro in Hardenberg omdat @beversteven zijn pas kwijt is, goed begin van de #carbagerun","","",100,"nl","","","","","","","","",-10800,"","Team Stingray","","Mon, 09 Jul 2012 08:15:54 +0000","","","",""
1,"ina rozenga","","","web","APRJ02","","","209111368","",8,"","","","","","","","","","","","female","","",true,2459,"","","","","","nl","222243025550721024",3600,"","","",33,"APRJ02",262354822,"","",53,"","","Thu, 28 Oct 2010 14:47:43 +0000",120,"Mon, 09 Jul 2012 08:17:21 +0000","","","PAS OP.   ook van  ABN-AMRO gaan er valse emails rond...","","","","","","http://twitter.com/APRJ02","",209111368,"twitter",70,"1e1c99e8159fae80e074f6b05399e85c",94,"","Mon, 09 Jul 2012 08:17:21 +0000","","Mon, 02 Jul 2012 18:48:12 +0000","","","","",12.71,"","web","http://twitter.com/APRJ02/statuses/222243025550721024","","222243025550721024","Midsland...Terschelling","Moeder, Terschelling, Amsterdam, Genieten, Zomer, Zon, Werken, Vrienden en de Liefde...ENJOY!!!","","","","",209111368,"https://www.facebook.com/summervibesallover","","",166,"[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2271927244/tgn54ig0g0gt20whly4l_normal.jpeg","nl","",524,"","","","RT @inaschee: PAS OP.   ook van  ABN-AMRO gaan er valse emails rond...","inaschee","Amsterdam",100,"","[""money""]","","","","","","web","Mon, 07 Mar 2011 22:06:42 +0000","","nl","Anneke","","","Anneke","","219865070107234304","262354822"
"","","","","Twitter for iPhone","","de Duivense Taxi, Arnhem & de Liemers. Airportvervoer. 0316 870005","","","",6,360176944,"","","","","",3,"","","http://www.taxiduiven.nl","Defra Taxi Duiven","","","","","","Ah, zakenbank #abnamro blijkt pas om 13.00 uur open te gaan, dan toch maar naar #ing die is ook 's morgens open! #zakengaandoorookopmaandag","","","","360176944","","222254291426082816","","","","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",32,"TaxiDuiven","","","","","","","","","Mon, 09 Jul 2012 09:02:07 +0000","","","","",1280,"","",161,"http://twitter.com/TaxiDuiven","","","twitter",149,"1e1c9a4c2551a180e0745610976e4800","","","","","","Amsterdam","","","",10.25,146,"","http://twitter.com/TaxiDuiven/statuses/222254291426082816","","","","","","","","TaxiDuiven",360176944,"","Duiven","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2361496406/image_normal.jpg","nl","Mon, 22 Aug 2011 20:20:12 +0000","",true,"","","Ah, zakenbank #abnamro blijkt pas om 13.00 uur open te gaan, dan toch maar naar #ing die is ook 's morgens open! #zakengaandoorookopmaandag","","",100,"nl","","","","","","","","",3600,"","Defra Taxi Duiven","","Mon, 09 Jul 2012 09:02:07 +0000","","","",""
"","","","","Twitter for iPhone","","Henk Koning, mede eigenaar van Restaurant het geheim van Edam en het geheim van Wieringen, vakidioot, horecabeest, vol met plannen voor de toekomst. 0299-371070","","","",14,254468389,"","","","","",8,"","","http://www.hetgeheimvanedam.nl","Geheim van Edam","mostly_male","","","","","Pas op ! Geldautomaten van de #abnamro nemen je geld bij storting wel aan maar staat niet op je rekening wegens een storing !! Handig :-(","","","","254468389","","222324134015795201","","","","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",46,"Henk_Koning","","","","","","","","","Mon, 09 Jul 2012 13:39:38 +0000","","","","",6769,"","",571,"http://twitter.com/Henk_Koning","","","twitter",990,"1e1c9cb871a0a900e074abf9c38ef1c8","","","","","","Amsterdam","","","",26.6,583,"","http://twitter.com/Henk_Koning/statuses/222324134015795201","","","","","","","","Henk_Koning",254468389,"","Holland","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/1248828351/gedeelte_normal.JPG","nl","Sat, 19 Feb 2011 10:09:52 +0000","","","","","Pas op ! Geldautomaten van de #abnamro nemen je geld bij storting wel aan maar staat niet op je rekening wegens een storing !! Handig :-(","","",100,"nl","[""money""]","","","","","","","",3600,"","Geheim van Edam","","Mon, 09 Jul 2012 13:39:38 +0000","","","",""
0,"Geheim van Edam","","","Twitter for iPhone","DBIDBianca","","","295637753","",14,"","","","","","","","","","","","female","","",true,25910,"","","","","","en","222328014187405312","",8,3600,"",51,"DBIDBianca",254468389,"","",571,"","","Mon, 09 May 2011 12:07:22 +0000",583,"Mon, 09 Jul 2012 13:55:03 +0000","","","Pas op ! Geldautomaten van de #abnamro nemen je geld bij storting wel aan maar staat niet op je rekening wegens een storing !! Handig :-(","","","","","","http://twitter.com/DBIDBianca","",295637753,"twitter",2923,"1e1c9cdae71da580e074dd222a5b6cea",946,"","Mon, 09 Jul 2012 13:55:03 +0000","","Mon, 09 Jul 2012 13:39:38 +0000","","","","Holland",33.26,"","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","http://twitter.com/DBIDBianca/statuses/222328014187405312",7,"222328014187405312","home","Gun elk ziek kind een stralende lach\r\nSteun 30 juni LTC Lisse-KIKADAG\r\ndoneer Uw bedrag op 168927268\r\ntnv: Lawn Tennis Club Lisse","","http://www.hetgeheimvanedam.nl","","",295637753,"","","",1474,"[""ABN AMRO""]","Amsterdam","","http://a0.twimg.com/profile_images/2364114429/image_normal.jpg","nl","",6771,"","","Henk Koning, mede eigenaar van Restaurant het geheim van Edam en het geheim van Wieringen, vakidioot, horecabeest, vol met plannen voor de toekomst. 0299-371070","RT @Henk_Koning: Pas op ! Geldautomaten van de #abnamro nemen je geld bij storting wel aan maar staat niet op je rekening wegens een sto ...","Henk_Koning","",100,"","[""music""]","","","","","","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sat, 19 Feb 2011 10:09:52 +0000","","nl","Bianca Verheijen","","","Bianca Verheijen","","222324134015795201","254468389"
"","","","","web","","I surely don't know","","","",11,321636167,"","","","","","","","","","I dunno ","","","","","","Een nieuwe pas, wat kan er nou misgaan? Met ABN weet ik het nooit...","","","","321636167","","222342351237033984","","","","web",35,"Logi_CAA","","","","","","","","","Mon, 09 Jul 2012 14:52:02 +0000","","","","",18782,"","",37,"http://twitter.com/Logi_CAA","","","twitter",146,"1e1c9d5a453da500e0740e77f87d2482","","","","","","Greenland","","","",13.2,29,"","http://twitter.com/Logi_CAA/statuses/222342351237033984","","","","","","","","Logi_CAA",321636167,"","I dunno","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2362032206/33pp7fpkhw1gr9fbani9_normal.jpeg","nl","Tue, 21 Jun 2011 22:05:21 +0000","","","","","Een nieuwe pas, wat kan er nou misgaan? Met ABN weet ik het nooit...","","",100,"fr","","","","","","","","",-10800,"","I dunno ","","Mon, 09 Jul 2012 14:52:02 +0000","","","",""
"","","","","Twitter for iPhone","","","","","",0,302555353,"","","","","","","","","http://www.dgnleder.nl","Ramazan Cavus","male","","","","","@ABNAMRO İk wilde pinnen bij ABN in Purmerend ging niet ook geen geld , maar wel van me rekening afschrijven \nWat kan ik er aan doen","","[""ABNAMRO""]","","302555353","","222344142179676162","","","","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10,"ramazancavus1","","","","","","","","","Mon, 09 Jul 2012 14:59:09 +0000","","","","",16,"","",16,"http://twitter.com/ramazancavus1","","","twitter",0,"1e1c9d6a2d6dac80e0740dbede4716da","","","","","","Amsterdam","","","",0.0,54,"","http://twitter.com/ramazancavus1/statuses/222344142179676162","","","","","","","","ramazancavus1",302555353,"","Nederland","ABNAMRO","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/1711659337/image_normal.jpg","nl","Sat, 21 May 2011 11:31:32 +0000","","","","","@ABNAMRO İk wilde pinnen bij ABN in Purmerend ging niet ook geen geld , maar wel van me rekening afschrijven \nWat kan ik er aan doen","","",100,"tr","","","2270841","","","","","",3600,"","Ramazan Cavus","","Mon, 09 Jul 2012 14:59:09 +0000","","","",""
1,"Geheim van Edam","","","Twitter for Android","GerritdeHeij","","","428018517","",10,"","","","","","","","","","","","mostly_male","","",true,2565,"","","","","","nl","222352945310736385","",8,3600,"",40,"GerritdeHeij",254468389,"","",571,"","","Sun, 04 Dec 2011 07:28:07 +0000",583,"Mon, 09 Jul 2012 15:34:07 +0000","","","Pas op ! Geldautomaten van de #abnamro nemen je geld bij storting wel aan maar staat niet op je rekening wegens een storing !! Handig :-(","","","","","","http://twitter.com/GerritdeHeij","",428018517,"twitter",367,"1e1c9db85584a180e074d1e40f35f39e",263,"","Mon, 09 Jul 2012 15:34:07 +0000","","Mon, 09 Jul 2012 13:39:38 +0000","","","","Holland",19.76,"","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","http://twitter.com/GerritdeHeij/statuses/222352945310736385","","222352945310736385","Wilhelminaoord","","","http://www.hetgeheimvanedam.nl","","",428018517,"","","",433,"[""ABN AMRO""]","Amsterdam","","http://a0.twimg.com/profile_images/1685083647/Linkedinfoto_normal.jpg","nl","",6778,"","","Henk Koning, mede eigenaar van Restaurant het geheim van Edam en het geheim van Wieringen, vakidioot, horecabeest, vol met plannen voor de toekomst. 0299-371070","RT @Henk_Koning: Pas op ! Geldautomaten van de #abnamro nemen je geld bij storting wel aan maar staat niet op je rekening wegens een sto ...","Henk_Koning","",100,"","","","","","","","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sat, 19 Feb 2011 10:09:52 +0000","","nl","Gerrit de Heij","","","Gerrit de Heij","","222324134015795201","254468389"
0,"ABN AMRO","","","web","Logi_CAA","","","321636167","",11,"","","","","","","","","","","","","","","",18798,"","","","","","fr","222364158950260737",-10800,231,3600,"",35,"Logi_CAA",2270841,"","",12756,"","","Tue, 21 Jun 2011 22:05:21 +0000",2462,"Mon, 09 Jul 2012 16:18:41 +0000","","","@Logi_CAA Hallo. Is alles goed gegaan met je nieuwe pas? ^Martijn","","","","","","http://twitter.com/Logi_CAA","",321636167,"twitter",146,"1e1c9e1bf2c4a680e0747f5e84bfd0fe",37,"","Mon, 09 Jul 2012 16:18:41 +0000","","Mon, 09 Jul 2012 15:01:57 +0000","","","","",13.2,"","web","http://twitter.com/Logi_CAA/statuses/222364158950260737","","222364158950260737","I dunno","I surely don't know","","https://www.abnamro.nl/nl/prive/contact/social-media.html","","",321636167,"","","",29,"[""ABN AMRO""]","Amsterdam","","http://a0.twimg.com/profile_images/2362032206/33pp7fpkhw1gr9fbani9_normal.jpeg","nl","",23222,"","[""Logi_CAA""]","Dit is het officiële twitteraccount van ABN AMRO. \r\nWe staan 24/7 klaar om vragen te beantwoorden & problemen op te lossen maar ook voor al uw andere bankzaken.","RT @ABNAMRO: @Logi_CAA Hallo. Is alles goed gegaan met je nieuwe pas? ^Martijn","ABNAMRO","Greenland",100,"","","","","","","","<a href=""http://www.abnamro.nl"" rel=""nofollow"">webcarekoppeling</a>","Mon, 26 Mar 2007 08:00:16 +0000","","nl","I dunno ",true,"","I dunno ","","222344846944382977","2270841"
"","","","","Echofon","","TO BE WISE, YOU FiRST MUST BE YOUNG&STUPID\n\n#AMERICANO (^~^) \n\nInstaFuCk TyrellLamont","","","",8,223433068,"","","","","",1,"","","","Tyrell Lamont","","","","","","@timbakker1991 Jaa ik kon gisteren niet meer pinnen.. Stress maar kwam erachter dat ik 1x per 24 uur kan pinnen man, heb ABNAMRO X","","[""timbakker1991""]","","223433068","","222382801012535296","","","","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",41,"TyrellLamont","","","","","","","","","Mon, 09 Jul 2012 17:32:46 +0000","","","","",19661,"","",274,"http://twitter.com/TyrellLamont","","","twitter",741,"1e1c9ec18997a300e074687f7060f81a","","","","","","Greenland","","","",18.88,249,"","http://twitter.com/TyrellLamont/statuses/222382801012535296","","","","","","","","TyrellLamont",223433068,"","Choose a country","timbakker1991","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2129336493/544772_307592142642910_100001763817113_739103_1854029226_n_1__normal.jpg","nl","Mon, 06 Dec 2010 11:24:54 +0000","","","","","@timbakker1991 Jaa ik kon gisteren niet meer pinnen.. Stress maar kwam erachter dat ik 1x per 24 uur kan pinnen man, heb ABNAMRO X","","",100,"en","[""relationships"",""games"",""moms"",""kfc"",""family""]","222381998570868737","175689863","","","","","",-10800,"","Tyrell Lamont","","Mon, 09 Jul 2012 17:32:46 +0000","","","",""
2,"Geheim van Edam","","","Tweet Button","geertvlashuizen","","","626720799","",0,"","","","","","","","","","","","male","","","",27,"","","","","","nl","222395613382324225","",8,3600,"",10,"geertvlashuizen",254468389,"","",571,"","","Wed, 04 Jul 2012 17:43:33 +0000",584,"Mon, 09 Jul 2012 18:23:40 +0000","","","Pas op ! Geldautomaten van de #abnamro nemen je geld bij storting wel aan maar staat niet op je rekening wegens een storing !! Handig :-(","","","","","","http://twitter.com/geertvlashuizen","",626720799,"twitter",0,"1e1c9f334ecdae00e074264efb6b8358",7,"","Mon, 09 Jul 2012 18:23:40 +0000","","Mon, 09 Jul 2012 13:39:38 +0000","","","","Holland",0.0,"","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","http://twitter.com/geertvlashuizen/statuses/222395613382324225","","222395613382324225","","hater van eeuwige mensen en aparte opdringerige mensen. Echt een broertje dood aan dat soort gasten.","","http://www.hetgeheimvanedam.nl","","",626720799,"","","",59,"[""ABN AMRO""]","Amsterdam","","http://a0.twimg.com/profile_images/2367463796/eeuwige_mens_normal.jpg","nl","",6789,"","","Henk Koning, mede eigenaar van Restaurant het geheim van Edam en het geheim van Wieringen, vakidioot, horecabeest, vol met plannen voor de toekomst. 0299-371070","RT @Henk_Koning: Pas op ! Geldautomaten van de #abnamro nemen je geld bij storting wel aan maar staat niet op je rekening wegens een sto ...","Henk_Koning","",100,"","","","","","","","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sat, 19 Feb 2011 10:09:52 +0000","","nl","Geert Vlashuizen","","","Geert Vlashuizen","","222324134015795201","254468389"
0,"ABN AMRO","","","Twitter for Windows Phone","meakbulut","","","236790097","",3,"","","","","","","","","","","","male","","","",1122,"","","","","","en","222406114342469632",3600,231,3600,"",21,"meakbulut",2270841,"","",12767,"","","Tue, 11 Jan 2011 11:22:09 +0000",2465,"Mon, 09 Jul 2012 19:05:24 +0000","","","@meakbulut Dat is balen, Muhammed. Hopelijk heb je je nieuwe pas snel binnen. Je kunt in de tussentijd met 0900-0024 bellen om (1/2)","","","","","","http://twitter.com/meakbulut","",236790097,"twitter",46,"1e1c9f9096cfa200e07450d9d3e2a2bc",95,"","Mon, 09 Jul 2012 19:05:24 +0000","","Mon, 09 Jul 2012 17:24:14 +0000","","","","",4.87,"","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","http://twitter.com/meakbulut/statuses/222406114342469632","","222406114342469632","","Engineer @snelinternet | NIF Studenten @NIFStudenten | IGMG Students @igmgstudents | El-malı'lı","","https://www.abnamro.nl/nl/prive/contact/social-media.html","","",236790097,"","","",134,"[""ABN AMRO""]","Amsterdam","","http://a0.twimg.com/profile_images/1939060383/elmali_normal.PNG","nl","",23257,"","[""meakbulut""]","Dit is het officiële twitteraccount van ABN AMRO. \r\nWe staan 24/7 klaar om vragen te beantwoorden & problemen op te lossen maar ook voor al uw andere bankzaken.","RT @ABNAMRO: @meakbulut Dat is balen, Muhammed. Hopelijk heb je je nieuwe pas snel binnen. Je kunt in de tussentijd met 0900-0024 bellen ...","ABNAMRO","Amsterdam",100,"","","","","","","","<a href=""http://www.abnamro.nl"" rel=""nofollow"">webcarekoppeling</a>","Mon, 26 Mar 2007 08:00:16 +0000","","nl","Muhammed Akbulut",true,"","Muhammed Akbulut","","222380654527119361","2270841"
"","","","","web","","Parler d'amour, c'est faire l'amour ♥! \r\n#TeamPSG  BBM: 27BB204C ",48.85884375,"","",8,406383324,48.85884375,2.34700525,"","","Paris, Paris",1,"","","","Comme Des Garçons ™","male","Paris","","","","@ChimeneAssor @MehdiLatifi mDR  abn je savais mm pas","7238f93a3e899af6","[""ChimeneAssor"",""MehdiLatifi""]","","406383324","","222455597319208960","","","","web",49,"DivinementVotre","",2.34700525,"http://api.twitter.com/1/geo/id/7238f93a3e899af6.json","","","","","","Mon, 09 Jul 2012 22:22:02 +0000","","France","","",20751,"","",791,"http://twitter.com/DivinementVotre","","","twitter",2436,"1e1ca148194ea100e074b5b9cbe6d5d8","","","","","","Paris","","city","",29.22,532,"","http://twitter.com/DivinementVotre/statuses/222455597319208960","","","","","","","","DivinementVotre",406383324,"","Pantin à Kinshasa ","ChimeneAssor","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2317638944/336871_164195406990054_100001987864221_323795_5220862_o_normal.jpg","fr","Sun, 06 Nov 2011 16:48:29 +0000","",true,"","","@ChimeneAssor @MehdiLatifi mDR  abn je savais mm pas","","",62,"fr","[""music"",""alcohol"",""cigarettes"",""msn"",""chris brown""]","222455114194104321","392157737","FR",-9,"","","",3600,"","Comme Des Garçons ™","","Mon, 09 Jul 2012 22:22:02 +0000","","","",""
"","","","","UberSocial for BlackBerry","","\n","","","",3,104573591,"","","","","","","","","","lLA BElLA ","","","","","","Abn heeeft storing (staat ook in telegraaf) je ken tot 700eu pinnen !!!","","","","104573591","","222470195900448769","","","","<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",28,"lLaviene_","","","","","","","","","Mon, 09 Jul 2012 23:20:02 +0000","","","","",35152,"","",309,"http://twitter.com/lLaviene_","","","twitter",235,"1e1ca1c9bd2bad00e074f348a6348334","","","","","","Greenland","","","",6.7,310,"","http://twitter.com/lLaviene_/statuses/222470195900448769","","","","","","","","lLaviene_",104573591,"","In @LatinoY14 's  ♥","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2376214366/342497662_normal.jpg","nl","Wed, 13 Jan 2010 19:02:14 +0000","","","","","Abn heeeft storing (staat ook in telegraaf) je ken tot 700eu pinnen !!!","","",100,"en","","","","","","","","",-10800,"","lLA BElLA ","","Mon, 09 Jul 2012 23:20:02 +0000","","","",""
"","","","","UberSocial for BlackBerry","","Keer terug naar je timeline \r\nand snel !!","","","",2,197371198,"","","","","","","","","","E-JAY","","","","","","Abn heeeft storing (staat ook in telegraaf) je ken tot 700eu pinnen !!!","","","","197371198","","222470701439926273","","","","<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",17,"ejay_dsquared","","","","","","","","","Mon, 09 Jul 2012 23:22:03 +0000","","","","",4016,"","",67,"http://twitter.com/ejay_dsquared","","","twitter",48,"1e1ca1ce3f1daf80e074094f3698b0a0","","","","","","Greenland","","","",2.69,154,"","http://twitter.com/ejay_dsquared/statuses/222470701439926273","","","","","","","","ejay_dsquared",197371198,"","Ergens&nergens","","","[""ABN AMRO""]","","","http://a0.twimg.com/profile_images/2375588395/342487242_normal.jpg","nl","Fri, 01 Oct 2010 09:44:39 +0000","",true,"","","Abn heeeft storing (staat ook in telegraaf) je ken tot 700eu pinnen !!!","","",100,"en","","","","","","","","",-10800,"","E-JAY","","Mon, 09 Jul 2012 23:22:03 +0000","","","",""
